age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
31,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,True
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,20,United-States,False
26,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,False
46,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,False
62,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,True
50,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,False
18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,0,0,5,United-States,False
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,False
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,1762,28,United-States,False
46,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,36,United-States,False
38,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,False
53,Private,12th,Divorced,Farming-fishing,Own-child,White,Male,0,0,40,United-States,False
53,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
26,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,25,United-States,False
46,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,55,United-States,True
44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
36,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,True
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,False
35,Private,7th-8th,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Mexico,False
40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,False
70,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
57,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,False
40,Private,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,40,Mexico,False
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,False
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,2829,0,60,United-States,False
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
24,,HS-grad,Never-married,,Own-child,White,Male,0,0,40,United-States,False
42,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,False
28,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Male,0,0,45,United-States,False
32,Private,Assoc-voc,Never-married,Tech-support,Unmarried,White,Female,0,0,60,United-States,False
56,Federal-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,False
44,Private,1st-4th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam,False
20,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States,False
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,True
59,Private,Some-college,Separated,Adm-clerical,Other-relative,White,Male,3325,0,40,United-States,False
21,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,2176,0,40,United-States,False
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,United-States,False
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,1055,0,30,United-States,False
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,United-States,False
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,False
34,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,30,United-States,False
53,Private,12th,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,False
44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,False
60,Private,Some-college,Widowed,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,False
55,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,False
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,False
59,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,False
26,,Some-college,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,False
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Own-child,White,Female,7298,0,16,United-States,True
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,False
45,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
29,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,False
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,True
21,Private,12th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,False
36,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,False
18,,HS-grad,Never-married,,Own-child,White,Female,0,0,20,United-States,False
37,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,False
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
65,,7th-8th,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,False
30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Germany,False
27,,Masters,Never-married,,Not-in-family,Other,Female,0,0,40,Japan,False
59,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,True
32,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,True
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,False
40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,80,United-States,True
21,,9th,Never-married,,Own-child,White,Male,0,0,42,United-States,False
49,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,True
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,False
51,,HS-grad,Divorced,,Unmarried,Black,Female,0,0,40,United-States,False
48,Private,9th,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,True
42,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,False
53,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
29,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,False
21,,HS-grad,Never-married,,Other-relative,Asian-Pac-Islander,Female,0,0,24,United-States,False
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States,False
66,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,,True
34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,True
62,,Assoc-voc,Married-civ-spouse,,Husband,White,Male,0,0,40,Canada,False
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,False
27,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,False
25,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,False
26,Private,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,False
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,True
55,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,False
26,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,False
45,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,0,0,56,Germany,False
61,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,True
34,,7th-8th,Separated,,Unmarried,Black,Female,0,0,40,United-States,False
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,60,United-States,False
44,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,False
45,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,False
55,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
20,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,United-States,False
48,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,False
44,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,False
32,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Canada,False
54,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,10,China,True
56,Private,10th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,False
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
22,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,False
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,True
24,Federal-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,False
37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,False
49,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,False
44,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,True
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,False
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
23,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,False
50,Private,11th,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,False
44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,20,United-States,False
48,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Cambodia,True
38,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,True
48,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,True
39,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,False
52,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,True
63,Private,HS-grad,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,False
48,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,2258,40,United-States,True
37,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,False
26,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,False
50,Self-emp-inc,11th,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States,True
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,True
19,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Female,0,0,15,United-States,False
34,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,False
29,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,False
33,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,False
53,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,False
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
39,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,False
50,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,1408,5,United-States,False
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,False
22,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,0,0,25,United-States,False
42,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,False
23,Private,12th,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,False
22,Private,11th,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,False
65,Private,5th-6th,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,10,Italy,False
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,False
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,1055,0,20,United-States,False
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,True
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,False
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,False
46,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1602,8,United-States,False
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,False
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,True
59,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,False
36,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,10520,0,45,United-States,True
51,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States,False
42,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,30,United-States,False
35,Private,Masters,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,False
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,False
25,Private,HS-grad,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,4101,0,60,,False
41,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,False
40,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,False
36,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,False
34,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,True
44,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,False
31,Federal-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,False
41,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
43,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
43,Private,Masters,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,False
58,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,True
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,False
43,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United-States,True
50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,False
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
46,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States,False
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
52,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,False
18,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,False
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,False
19,,HS-grad,Married-civ-spouse,,Wife,White,Female,0,0,36,United-States,False
34,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,False
23,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,False
64,State-gov,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States,False
68,Private,10th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,False
42,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,False
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,True
41,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,False
22,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,False
67,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,20,United-States,True
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,True
25,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,False
49,,HS-grad,Married-civ-spouse,,Wife,White,Female,0,0,60,United-States,False
28,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,False
51,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Vietnam,True
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,35,China,False
19,Private,12th,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,False
72,,5th-6th,Widowed,,Not-in-family,White,Female,0,0,40,United-States,False
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,False
53,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,False
35,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,False
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
18,Private,12th,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,False
45,Private,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,False
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,,False
22,Local-gov,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Guatemala,True
55,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,False
45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,40,United-States,True
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,37,United-States,False
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,60,United-States,False
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,False
19,Private,11th,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,False
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,True
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
31,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,False
40,Private,Preschool,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,False
51,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,False
56,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,False
40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,44,United-States,True
22,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,Jamaica,False
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,True
44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,False
30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,40,,False
44,Local-gov,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,False
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
47,Private,Assoc-acdm,Divorced,Sales,Own-child,White,Male,0,0,44,United-States,False
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Germany,True
34,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,False
47,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,True
36,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,False
21,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,46,United-States,False
45,State-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,False
33,Private,HS-grad,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,Hong,False
33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States,False
58,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,False
31,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,True
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,True
44,Federal-gov,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,True
24,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,False
35,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,7688,0,20,United-States,True
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,True
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,False
42,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,False
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1485,55,,True
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,False
41,Private,Doctorate,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,True
51,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,False
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,True
63,Private,10th,Widowed,Other-service,Not-in-family,White,Female,0,0,31,United-States,False
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,True
30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,False
62,Without-pay,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,16,United-States,False
27,Private,HS-grad,Never-married,Craft-repair,Other-relative,Other,Male,0,0,40,Nicaragua,False
32,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,30,United-States,False
37,Local-gov,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,True
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,True
31,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,True
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
37,Private,Assoc-voc,Married-spouse-absent,Sales,Unmarried,Black,Female,0,0,32,United-States,False
60,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,False
42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,True
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,True
24,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,Black,Male,0,0,20,United-States,False
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,False
20,,Some-college,Never-married,,Own-child,White,Female,0,0,30,United-States,False
29,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,0,0,48,United-States,False
90,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,False
55,Private,12th,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Italy,False
36,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,False
49,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,False
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,False
17,Private,11th,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,False
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,False
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,10,United-States,False
44,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,50,United-States,False
28,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,False
54,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,True
21,Private,9th,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,20,United-States,False
24,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,False
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,56,United-States,False
59,,Some-college,Never-married,,Not-in-family,Black,Female,0,0,40,United-States,False
41,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,True
29,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,False
50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,False
32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,True
